종목코드,종목명,매출액_2023,매출액_2024,매출액_2025,매출액_2026,매출액_2027,매출액_2028,영업이익_2023,영업이익_2024,영업이익_2025,영업이익_2026,영업이익_2027,영업이익_2028,매출액_성장률_2025,매출액_성장률_2026,매출액_성장률_2027,매출액_성장률_2028,매출액_최대성장률,영업이익_성장률_2025,영업이익_성장률_2026,영업이익_성장률_2027,영업이익_성장률_2028,영업이익_최대성장률,데이터_가용성,가용_연도수,PER,PBR,ROE,평균거래량_20d,OBV_trend,RSI,저항선,지지선,MA_align,MACD_signal,외인_5d,외인_20d,기관_5d,기관_20d,시장,현재가,시가총액,Recent_Volume,거래량배수,업종
458350,에스팀,187.0,356.0,352.0,,,,-16.0,20.0,25.0,,,,-1.12,,,,-1.12,25.0,,,,25.0,1년치 존재,1,,5.11,14.99,212168.0,up,37.2,34000.0,8500.0,down,bull,,,,,KOSDAQ,9070,788,258645,1.2,광고
446840,지슨,138.0,136.0,113.0,281.0,,,16.0,-18.0,-66.0,46.0,,,-16.91,148.67,,,148.67,-266.67,169.7,,,169.7,2년치 존재,2,,13.22,1.89,524992.0,up,51.4,1780.0,1203.0,mixed,bull,,,,,KOSDAQ,1419,782,178901,0.3,소프트웨어
155650,와이엠씨,2046.0,1677.0,1728.0,,,,158.0,69.0,46.0,,,,3.04,,,,3.04,-33.33,,,,-33.33,1년치 존재,1,8.14,0.92,1.15,43213.0,up,61.2,4170.0,3375.0,up,bull,,,,,KOSDAQ,4095,777,14365,0.3,디스플레이장비및부품
17480,삼현철강,2624.0,2237.0,2180.0,,,,97.0,36.0,51.0,,,,-2.55,,,,-2.55,41.67,,,,41.67,1년치 존재,1,7.69,0.4,3.24,221654.0,up,57.2,5420.0,4280.0,up,bull,,,,,KOSDAQ,4980,782,145669,0.7,철강
53050,지에스이,1688.0,1556.0,1701.0,,,,44.0,49.0,73.0,,,,9.32,,,,9.32,48.98,,,,48.98,1년치 존재,1,17.87,1.08,4.05,714721.0,down,43.2,4010.0,2325.0,down,bear,,,,,KOSDAQ,2610,783,723081,1.0,가스유틸리티
950220,네오이뮨텍,,2.0,1.0,,,,-535.0,-400.0,-252.0,,,,-50.0,,,,-50.0,37.0,,,,37.0,1년치 존재,1,,2.65,-63.65,1342039.0,down,36.5,705.0,468.0,down,bear,,,,,KOSDAQ,468,785,917179,0.7,제약
10280,아이티센엔텍,3925.0,4418.0,5720.0,6308.0,,,84.0,94.0,209.0,269.0,,,29.47,10.28,,,29.47,122.34,28.71,,,122.34,2년치 존재,2,10.69,0.92,26.23,779218.0,up,95.7,5940.0,995.0,,bull,,,,,KOSDAQ,5940,774,754871,1.0,IT서비스
42110,에스씨디,1940.0,2140.0,2161.0,,,,57.0,93.0,63.0,,,,0.98,,,,0.98,-32.26,,,,-32.26,1년치 존재,1,17.5,0.7,4.78,516343.0,up,70.0,1601.0,1240.0,up,bull_cross,,,,,KOSDAQ,1601,774,2337067,4.5,전기제품
54930,유신,3411.0,3396.0,3855.0,,,,183.0,58.0,92.0,,,,13.52,,,,13.52,58.62,,,,58.62,1년치 존재,1,4.93,0.78,6.95,63488.0,down,47.7,28400.0,20850.0,mixed,bear,,,,,KOSDAQ,25700,771,19745,0.3,건설
60310,3S,419.0,436.0,290.0,,,,22.0,12.0,-58.0,,,,-33.49,,,,-33.49,-583.33,,,,-583.33,1년치 존재,1,75.21,2.41,-22.42,1398722.0,up,57.3,1520.0,1107.0,up,bear,,,,,KOSDAQ,1454,771,729494,0.5,기계
260930,씨티케이,889.0,836.0,892.0,,,,27.0,1.0,-57.0,,,,6.7,,,,6.7,-5800.0,,,,-5800.0,1년치 존재,1,15.96,4.0,-4.6,189529.0,up,46.6,4595.0,3560.0,mixed,bull,,,,,KOSDAQ,3960,766,86807,0.5,화장품
222420,쎄노텍,311.0,315.0,356.0,,,,-11.0,10.0,32.0,,,,13.02,,,,13.02,220.0,,,,220.0,1년치 존재,1,,1.97,3.77,700598.0,up,58.6,1998.0,1185.0,up,bull,,,,,KOSDAQ,1582,765,1945,0.0,화학
226330,신테카바이오,1.0,1.0,34.0,77.0,,,-123.0,-143.0,-108.0,-21.0,,,3300.0,126.47,,,3300.0,24.48,80.56,,,80.56,2년치 존재,2,,6.95,-61.27,143296.0,down,45.4,3845.0,2895.0,down,bear_cross,,,,,KOSDAQ,3170,769,121885,0.9,건강관리업체및서비스
294140,레몬,105.0,73.0,75.0,,,,-117.0,-63.0,-71.0,,,,2.74,,,,2.74,-12.7,,,,-12.7,1년치 존재,1,,5.65,-48.56,197093.0,up,44.1,6880.0,2985.0,mixed,bull,,,,,KOSDAQ,3405,763,91178,0.5,화학
43650,국순당,705.0,688.0,675.0,,,,45.0,-23.0,-8.0,,,,-1.89,,,,-1.89,65.22,,,,65.22,1년치 존재,1,16.98,0.4,2.66,50798.0,down,55.5,4395.0,3910.0,up,bear,,,,,KOSDAQ,4280,764,47420,0.9,음료
153710,옵티팜,174.0,196.0,223.0,,,,-26.0,-25.0,-24.0,,,,13.78,,,,13.78,4.0,,,,4.0,1년치 존재,1,,4.1,-9.48,29802.0,down,47.9,5850.0,4940.0,mixed,bear,,,,,KOSDAQ,5190,761,8934,0.3,제약
317870,엔바이오니아,147.0,142.0,143.0,,,,-2.0,-21.0,-62.0,,,,0.7,,,,0.7,-195.24,,,,-195.24,1년치 존재,1,,3.25,-27.16,26594.0,down,44.9,10470.0,8260.0,down,bear_cross,,,,,KOSDAQ,8520,753,38860,1.5,가정용기기와용품
64240,홈캐스트,637.0,615.0,980.0,,,,-102.0,14.0,-29.0,,,,59.35,,,,59.35,-307.14,,,,-307.14,1년치 존재,1,,1.28,0.03,285681.0,up,59.9,2325.0,1730.0,mixed,bull,,,,,KOSDAQ,2190,760,480695,1.7,전문소매
147760,피엠티,330.0,244.0,253.0,,,,-53.0,-131.0,-204.0,,,,3.69,,,,3.69,-55.73,,,,-55.73,1년치 존재,1,,1.23,-112.95,451036.0,up,79.2,7400.0,3070.0,up,bull,,,,,KOSDAQ,6980,755,363,0.0,반도체와반도체장비
12790,신일제약,891.0,894.0,806.0,,,,140.0,152.0,74.0,,,,-9.84,,,,-9.84,-51.32,,,,-51.32,1년치 존재,1,6.77,0.66,5.04,24471.0,down,54.6,6480.0,5750.0,up,bear_cross,,,,,KOSDAQ,6280,753,21263,0.9,제약
333620,엔시스,512.0,629.0,488.0,,,,19.0,105.0,-61.0,,,,-22.42,,,,-22.42,-158.1,,,,-158.1,1년치 존재,1,47.12,1.8,-11.74,325507.0,up,66.5,7340.0,5540.0,up,bull,,,,,KOSDAQ,7130,753,102225,0.3,전자장비와기기
33170,시그네틱스,1855.0,1182.0,1030.0,,,,-150.0,-258.0,-238.0,,,,-12.86,,,,-12.86,7.75,,,,7.75,1년치 존재,1,,0.9,-30.16,1002297.0,up,53.8,1020.0,690.0,up,bull,,,,,KOSDAQ,876,751,1046949,1.0,반도체와반도체장비
288620,에스프리즘,325.0,337.0,158.0,,,,-25.0,-41.0,-150.0,,,,-53.12,,,,-53.12,-265.85,,,,-265.85,1년치 존재,1,,1.72,-38.44,58295.0,up,70.9,10790.0,7670.0,up,bull,,,,,KOSDAQ,10770,752,155120,2.7,전기제품
72470,우리산업홀딩스,5753.0,6453.0,7050.0,,,,213.0,150.0,342.0,,,,9.25,,,,9.25,128.0,,,,128.0,1년치 존재,1,8.57,0.51,8.0,62124.0,up,58.3,4700.0,3170.0,mixed,bull,,,,,KOSDAQ,3970,750,48034,0.8,자동차부품
347740,피엔케이피부임상연구센타,148.0,178.0,228.0,271.0,,,14.0,26.0,39.0,61.0,,,28.09,18.86,,,28.09,50.0,56.41,,,56.41,2년치 존재,2,15.34,0.99,5.95,117345.0,up,65.8,2590.0,1996.0,up,bull,,,,,KOSDAQ,2495,749,142925,1.2,생명과학도구및서비스
457370,한켐,269.0,367.0,339.0,,,,50.0,65.0,49.0,,,,-7.63,,,,-7.63,-24.62,,,,-24.62,1년치 존재,1,10.51,1.22,10.09,63760.0,up,60.0,10710.0,7640.0,mixed,bull,,,,,KOSDAQ,9280,748,82092,1.3,디스플레이장비및부품
321820,아티스트컴퍼니,213.0,213.0,467.0,,,,-33.0,-31.0,-40.0,,,,119.25,,,,119.25,-29.03,,,,-29.03,1년치 존재,1,,9.57,4.12,172731.0,down,56.6,5370.0,2940.0,up,bear,,,,,KOSDAQ,4805,749,43428,0.3,방송과엔터테인먼트
331380,포커스에이아이,595.0,582.0,453.0,,,,26.0,-51.0,-102.0,,,,-22.16,,,,-22.16,-100.0,,,,-100.0,1년치 존재,1,16.06,1.74,-54.55,180221.0,down,41.8,3450.0,2200.0,down,bull,,,,,KOSDAQ,2310,749,277113,1.5,전자장비와기기
900260,로스웰,3629.0,5096.0,,,,,145.0,195.0,,,,,,,,,,,,,,,0년치 존재,0,,0.22,4.6,16396.0,up,44.7,1772.0,1575.0,down,bear,,,,,KOSDAQ,1620,746,54787,3.3,통신장비
317850,대모,444.0,413.0,407.0,,,,-4.0,1.0,19.0,,,,-1.45,,,,-1.45,1800.0,,,,1800.0,1년치 존재,1,,1.67,4.0,565882.0,down,47.3,10300.0,7200.0,mixed,bear,,,,,KOSDAQ,8980,748,290,0.0,기계
104540,코렌텍,920.0,856.0,1004.0,,,,71.0,34.0,91.0,,,,17.29,,,,17.29,167.65,,,,167.65,1년치 존재,1,38.67,2.15,8.33,38344.0,down,50.1,7160.0,5460.0,mixed,bull,,,,,KOSDAQ,5830,745,46536,1.2,건강관리장비와용품
40610,SG&G,419.0,508.0,477.0,,,,30.0,64.0,37.0,,,,-6.1,,,,-6.1,-42.19,,,,-42.19,1년치 존재,1,2.72,0.16,6.82,110826.0,down,58.0,2315.0,1800.0,,bull,,,,,KOSDAQ,2175,741,0,,자동차부품
234100,폴라리스세원,1604.0,2046.0,2426.0,,,,74.0,12.0,34.0,,,,18.57,,,,18.57,183.33,,,,183.33,1년치 존재,1,21.9,0.65,0.23,416978.0,down,45.6,1239.0,938.0,,bear,,,,,KOSDAQ,1020,745,0,,자동차부품
87260,모바일어플라이언스,498.0,405.0,349.0,,,,5.0,10.0,-9.0,,,,-13.83,,,,-13.83,-190.0,,,,-190.0,1년치 존재,1,44.27,1.94,-1.15,765048.0,up,56.2,2455.0,1650.0,up,bull,,,,,KOSDAQ,2255,734,716075,0.9,자동차부품
219550,디와이디,285.0,374.0,449.0,,,,-33.0,-0.0,-5.0,,,,20.05,,,,20.05,,,,,,1년치 존재,1,,1.42,-223.32,206641.0,down,53.7,2075.0,1230.0,up,bear,,,,,KOSDAQ,1883,728,88972,0.4,화장품
49550,잉크테크,628.0,739.0,775.0,,,,38.0,27.0,8.0,,,,4.87,,,,4.87,-70.37,,,,-70.37,1년치 존재,1,21.76,1.1,3.25,22559.0,up,71.9,4120.0,2900.0,up,bull,,,,,KOSDAQ,3750,735,24910,1.1,컴퓨터와주변기기
36000,예림당,205.0,170.0,103.0,,,,-27.0,-49.0,-14.0,,,,-39.41,,,,-39.41,71.43,,,,71.43,1년치 존재,1,4.55,1.0,74.25,57288.0,down,51.1,3490.0,2750.0,up,bear_cross,,,,,KOSDAQ,3205,738,31526,0.6,출판
198440,강동씨앤엘,505.0,474.0,718.0,,,,-172.0,56.0,74.0,,,,51.48,,,,51.48,32.14,,,,32.14,1년치 존재,1,,0.59,0.49,86607.0,down,58.4,1235.0,1025.0,up,bear,,,,,KOSDAQ,1195,728,52557,0.6,건축자재
170790,파이오링크,590.0,583.0,656.0,,,,90.0,26.0,54.0,,,,12.52,,,,12.52,107.69,,,,107.69,1년치 존재,1,6.89,0.88,8.98,173498.0,up,62.8,12440.0,7420.0,up,bear,,,,,KOSDAQ,11380,728,40446,0.2,통신장비
234920,자이글,41.0,121.0,82.0,,,,-87.0,-49.0,-37.0,,,,-32.23,,,,-32.23,24.49,,,,24.49,1년치 존재,1,,2.93,-24.54,,,,,,,,,,,,KOSDAQ,5310,718,0,,건강관리장비와용품
24910,경창산업,6673.0,6380.0,7053.0,,,,210.0,96.0,73.0,,,,10.55,,,,10.55,-23.96,,,,-23.96,1년치 존재,1,9.4,0.63,-17.23,233279.0,down,47.9,2360.0,1733.0,mixed,bear,,,,,KOSDAQ,2030,727,237117,1.0,자동차부품
40350,크레오에스지,98.0,82.0,109.0,,,,-37.0,-57.0,-64.0,,,,32.93,,,,32.93,-12.28,,,,-12.28,1년치 존재,1,,2.41,-17.46,,,,,,,,,,,,KOSDAQ,732,714,0,,IT서비스
459550,알트,852.0,1276.0,1129.0,1456.0,,,109.0,153.0,90.0,142.0,,,-11.52,28.96,,,28.96,-41.18,57.78,,,57.78,2년치 존재,2,17.59,1.48,24.96,408444.0,up,47.2,4240.0,2645.0,mixed,bull,,,,,KOSDAQ,2900,727,2928,0.0,핸드셋
10470,오리콤,2186.0,2149.0,2277.0,,,,122.0,120.0,89.0,,,,5.96,,,,5.96,-25.83,,,,-25.83,1년치 존재,1,12.89,1.04,6.11,21762.0,up,55.8,6140.0,5470.0,up,bull,,,,,KOSDAQ,6060,726,23372,1.1,광고
80010,이상네트웍스,823.0,978.0,1038.0,,,,151.0,207.0,229.0,,,,6.13,,,,6.13,10.63,,,,10.63,1년치 존재,1,8.61,0.43,10.8,13429.0,up,72.0,7600.0,6370.0,mixed,bull,,,,,KOSDAQ,7360,724,9003,0.7,다각화된소비자서비스
42940,상지건설,1739.0,204.0,186.0,,,,325.0,-218.0,-68.0,,,,-8.82,,,,-8.82,68.81,,,,68.81,1년치 존재,1,1.13,0.41,-14.41,1230967.0,up,51.3,11860.0,7890.0,up,bear,,,,,KOSDAQ,10530,719,432,0.0,건설
373200,엑스플러스,98.0,104.0,101.0,,,,-37.0,-39.0,-52.0,,,,-2.88,,,,-2.88,-33.33,,,,-33.33,1년치 존재,1,,27.28,-13.56,700614.0,down,36.1,1040.0,560.0,,bear,,,,,KOSDAQ,643,723,0,,핸드셋
52220,iMBC,463.0,454.0,400.0,,,,12.0,6.0,-76.0,,,,-11.89,,,,-11.89,-1366.67,,,,-1366.67,1년치 존재,1,34.8,1.24,-9.19,652588.0,down,47.6,3445.0,2895.0,mixed,bear_cross,,,,,KOSDAQ,3135,721,85485,0.1,방송과엔터테인먼트
460870,에스엠씨지,374.0,546.0,558.0,,,,27.0,44.0,49.0,,,,2.2,,,,2.2,11.36,,,,11.36,1년치 존재,1,54.22,1.68,3.83,331016.0,up,49.7,4470.0,2715.0,up,bull,,,,,KOSDAQ,3590,721,152777,0.5,포장재
318160,셀바이오휴먼텍,273.0,284.0,511.0,620.0,,,31.0,40.0,93.0,150.0,,,79.93,21.33,,,79.93,132.5,61.29,,,132.5,2년치 존재,2,,0.85,16.91,35434.0,up,56.8,8960.0,6350.0,mixed,bull,,,,,KOSDAQ,7650,715,22903,0.6,화장품
33310,엠투엔,770.0,912.0,865.0,,,,32.0,37.0,28.0,,,,-5.15,,,,-5.15,-24.32,,,,-24.32,1년치 존재,1,42.93,0.97,-0.41,215801.0,down,40.9,2010.0,1657.0,down,bear,,,,,KOSDAQ,1786,714,99745,0.5,자동차부품
340440,세림B&G,582.0,554.0,480.0,,,,43.0,31.0,9.0,,,,-13.36,,,,-13.36,-70.97,,,,-70.97,1년치 존재,1,14.03,1.62,5.34,14882472.0,up,62.8,2510.0,1110.0,up,bear,,,,,KOSDAQ,2510,712,17372,0.0,포장재
184230,SGA솔루션즈,461.0,429.0,616.0,,,,12.0,-41.0,148.0,,,,43.59,,,,43.59,460.98,,,,460.98,1년치 존재,1,,0.91,39.54,11250508.0,up,51.4,1168.0,497.0,up,bear,,,,,KOSDAQ,754,712,5422774,0.5,소프트웨어
92300,현우산업,2373.0,2062.0,2374.0,,,,139.0,77.0,110.0,,,,15.13,,,,15.13,42.86,,,,42.86,1년치 존재,1,7.43,0.75,6.86,143910.0,up,71.4,3865.0,2755.0,mixed,bull,,,,,KOSDAQ,3715,708,154722,1.1,전자장비와기기
37230,한국팩키지,2281.0,2256.0,2241.0,,,,86.0,68.0,99.0,,,,-0.66,,,,-0.66,45.59,,,,45.59,1년치 존재,1,14.57,0.55,5.19,3205636.0,down,46.9,3410.0,1725.0,mixed,bear,,,,,KOSDAQ,2370,706,983966,0.3,포장재
317530,에피소드컴퍼니,85.0,57.0,57.0,,,,-37.0,-36.0,-36.0,,,,0.0,,,,0.0,0.0,,,,0.0,1년치 존재,1,,6.17,-36.06,8511.0,down,49.1,4730.0,3870.0,mixed,bull,,,,,KOSDAQ,4045,708,12161,1.4,양방향미디어와서비스
177900,쓰리에이로직스,142.0,181.0,145.0,305.0,,,-80.0,17.0,-27.0,65.0,,,-19.89,110.34,,,110.34,-258.82,340.74,,,340.74,2년치 존재,2,6.69,1.49,-7.47,910609.0,up,59.4,7820.0,5030.0,up,bull,,,,,KOSDAQ,7350,708,336135,0.4,통신장비
306040,에스제이그룹,2037.0,1818.0,1634.0,,,,154.0,-32.0,-159.0,,,,-10.12,,,,-10.12,-396.88,,,,-396.88,1년치 존재,1,7.05,0.67,-7.13,364683.0,down,44.9,14080.0,5840.0,mixed,bull,,,,,KOSDAQ,7170,707,68231,0.2,"섬유,의류,신발,호화품"
73640,테라사이언스,231.0,173.0,141.0,,,,-35.0,-94.0,-101.0,,,,-18.5,,,,-18.5,-7.45,,,,-7.45,1년치 존재,1,,1.71,-45.12,,,,,,,,,,,,KOSDAQ,654,696,0,,기계
393210,토마토시스템,266.0,216.0,273.0,,,,28.0,-34.0,-24.0,,,,26.39,,,,26.39,29.41,,,,29.41,1년치 존재,1,18.07,2.07,-7.46,84298.0,down,51.4,5380.0,3890.0,mixed,bull,,,,,KOSDAQ,4505,703,55478,0.7,IT서비스
65500,오리엔트정공,1628.0,1734.0,1571.0,,,,20.0,12.0,9.0,,,,-9.4,,,,-9.4,-25.0,,,,-25.0,1년치 존재,1,,1.02,4.63,213727.0,down,44.5,3175.0,2000.0,mixed,bull,,,,,KOSDAQ,2115,703,218270,1.0,자동차부품
321260,프로이천,334.0,360.0,315.0,,,,15.0,12.0,28.0,,,,-12.5,,,,-12.5,133.33,,,,133.33,1년치 존재,1,21.83,2.04,9.39,8387896.0,down,50.8,3075.0,1475.0,mixed,bear,,,,,KOSDAQ,2485,701,502671,0.1,디스플레이장비및부품
299900,위지윅스튜디오,1473.0,804.0,1020.0,,,,-203.0,-118.0,-96.0,,,,26.87,,,,26.87,18.64,,,,18.64,1년치 존재,1,12.68,2.89,-23.99,1356706.0,down,40.0,645.0,404.0,down,bear_cross,,,,,KOSDAQ,410,701,352270,0.3,방송과엔터테인먼트
7370,진양제약,937.0,1133.0,1207.0,,,,87.0,117.0,25.0,,,,6.53,,,,6.53,-78.63,,,,-78.63,1년치 존재,1,6.02,0.75,15.93,36224.0,down,63.3,5180.0,4370.0,mixed,bull,,,,,KOSDAQ,4950,700,41582,1.1,제약
352910,오비고,151.0,144.0,335.0,,,,-5.0,-27.0,-37.0,,,,132.64,,,,132.64,-37.04,,,,-37.04,1년치 존재,1,317.78,3.46,-5.61,91841.0,up,61.7,5800.0,4140.0,up,bull,,,,,KOSDAQ,5520,698,31301,0.3,소프트웨어
10240,흥국,1494.0,1287.0,1370.0,,,,158.0,88.0,149.0,,,,6.45,,,,6.45,69.32,,,,69.32,1년치 존재,1,5.54,0.66,10.73,49253.0,down,66.5,5950.0,4880.0,up,bull_cross,,,,,KOSDAQ,5950,696,31231,0.6,기계
39420,케이엘넷,509.0,502.0,476.0,,,,83.0,100.0,105.0,,,,-5.18,,,,-5.18,5.0,,,,5.0,1년치 존재,1,8.43,1.06,14.85,145819.0,up,53.4,3165.0,2640.0,up,bear_cross,,,,,KOSDAQ,3040,698,59820,0.4,IT서비스
950200,소마젠,323.0,437.0,592.0,,,,-36.0,-52.0,-23.0,,,,35.47,,,,35.47,55.77,,,,55.77,1년치 존재,1,,3.04,-10.48,168575.0,down,50.1,3980.0,3165.0,mixed,bull,,,,,KOSDAQ,3625,697,22291,0.1,생명과학도구및서비스
36670,삼양케이씨아이,1099.0,1102.0,1168.0,,,,103.0,150.0,109.0,,,,5.99,,,,5.99,-27.33,,,,-27.33,1년치 존재,1,7.45,0.74,7.99,16520.0,down,53.7,6500.0,5750.0,up,bull,,,,,KOSDAQ,6240,703,9689,0.6,화학
215090,솔디펜스,163.0,218.0,268.0,,,,-24.0,30.0,13.0,,,,22.94,,,,22.94,-56.67,,,,-56.67,1년치 존재,1,,6.48,24.87,630709.0,up,58.1,3455.0,2600.0,mixed,bull,,,,,KOSDAQ,3000,695,602027,1.0,우주항공과국방
15710,코콤,1005.0,1050.0,958.0,,,,19.0,37.0,30.0,,,,-8.76,,,,-8.76,-18.92,,,,-18.92,1년치 존재,1,27.19,0.63,4.48,124372.0,down,55.4,4130.0,3365.0,up,bear,,,,,KOSDAQ,4010,703,61785,0.5,통신장비
246960,SCL사이언스,13.0,47.0,220.0,349.0,,,-40.0,-37.0,-34.0,6.0,,,368.09,58.64,,,368.09,8.11,117.65,,,117.65,2년치 존재,2,,3.4,-19.69,107994.0,up,42.3,2300.0,1774.0,mixed,bear,,,,,KOSDAQ,2040,694,70445,0.7,건강관리업체및서비스
289220,자이언트스텝,423.0,501.0,367.0,,,,-261.0,-173.0,-190.0,,,,-26.75,,,,-26.75,-9.83,,,,-9.83,1년치 존재,1,,2.87,-28.29,122177.0,down,41.8,4285.0,2770.0,down,bull,,,,,KOSDAQ,3110,694,43728,0.4,양방향미디어와서비스
332370,아이디피,364.0,465.0,491.0,543.0,,,55.0,111.0,109.0,122.0,,,5.59,10.59,,,10.59,-1.8,11.93,,,11.93,2년치 존재,2,7.54,0.82,15.7,8179.0,down,51.6,5340.0,4380.0,up,bear,,,,,KOSDAQ,5220,693,7454,0.9,컴퓨터와주변기기
36120,서울평가정보,344.0,381.0,413.0,445.0,,,4.0,52.0,68.0,77.0,,,8.4,7.75,,,8.4,30.77,13.24,,,30.77,2년치 존재,2,262.37,4.22,23.39,107679.0,down,40.9,2190.0,1926.0,down,bear,,,,,KOSDAQ,1966,691,133331,1.2,상업서비스와공급품
206560,덱스터,677.0,537.0,554.0,,,,-0.0,-89.0,-65.0,,,,3.17,,,,3.17,26.97,,,,26.97,1년치 존재,1,,4.19,-15.29,154154.0,down,40.5,4060.0,2455.0,down,bull,,,,,KOSDAQ,2710,689,130953,0.8,방송과엔터테인먼트
373160,데이원컴퍼니,1166.0,1277.0,1239.0,,,,11.0,-3.0,46.0,,,,-2.98,,,,-2.98,1633.33,,,,1633.33,1년치 존재,1,14.76,1.53,13.73,109036.0,up,52.8,5380.0,3915.0,up,bull,,,,,KOSDAQ,5010,692,87739,0.8,교육서비스
384470,코어라인소프트,41.0,39.0,43.0,,,,-117.0,-138.0,-134.0,,,,10.26,,,,10.26,2.9,,,,2.9,1년치 존재,1,,29.34,-132.77,104026.0,down,63.3,4415.0,2910.0,mixed,bull,,,,,KOSDAQ,3805,683,117491,1.1,건강관리기술
68330,일신바이오,164.0,108.0,145.0,,,,62.0,23.0,45.0,,,,34.26,,,,34.26,95.65,,,,95.65,1년치 존재,1,9.56,0.98,7.65,1055369.0,down,52.6,1686.0,1360.0,up,bull,,,,,KOSDAQ,1555,688,244791,0.2,생명과학도구및서비스
24950,삼천리자전거,1068.0,1612.0,1756.0,,,,-63.0,30.0,124.0,,,,8.93,,,,8.93,313.33,,,,313.33,1년치 존재,1,18.17,0.85,6.14,1784138.0,,,6740.0,5110.0,,,,,,,KOSDAQ,5110,678,138633,0.1,레저용장비와제품
256630,포인트엔지니어링,262.0,310.0,360.0,,,,-90.0,-13.0,8.0,,,,16.13,,,,16.13,161.54,,,,161.54,1년치 존재,1,,1.32,-8.53,115862.0,up,81.3,1175.0,968.0,,bull,,,,,KOSDAQ,1175,681,0,,디스플레이장비및부품
72990,에이치시티,741.0,944.0,1075.0,,,,80.0,112.0,83.0,,,,13.88,,,,13.88,-25.89,,,,-25.89,1년치 존재,1,8.44,0.76,6.68,269478.0,down,43.2,6580.0,4275.0,mixed,bear_cross,,,,,KOSDAQ,4705,682,249977,0.9,전자장비와기기
109860,동일금속,1104.0,860.0,917.0,,,,124.0,6.0,14.0,,,,6.63,,,,6.63,133.33,,,,133.33,1년치 존재,1,270.45,0.51,3.25,16902.0,up,54.3,7730.0,7000.0,mixed,bull,,,,,KOSDAQ,7460,679,3141,0.2,기계
218150,미래생명자원,600.0,625.0,676.0,,,,0.0,2.0,-14.0,,,,8.16,,,,8.16,-800.0,,,,-800.0,1년치 존재,1,198.69,1.92,-8.4,375096.0,up,58.4,3470.0,2935.0,up,bull,,,,,KOSDAQ,3285,671,755272,2.0,식품
196300,HLB펩,56.0,62.0,50.0,,,,-67.0,-54.0,-73.0,,,,-19.35,,,,-19.35,-35.19,,,,-35.19,1년치 존재,1,,8.3,-4.13,17143.0,down,49.4,8240.0,6750.0,down,bear,,,,,KOSDAQ,7250,677,20967,1.2,생물공학
122310,제노레이,979.0,1070.0,1080.0,,,,128.0,65.0,-2.0,,,,0.93,,,,0.93,-103.08,,,,-103.08,1년치 존재,1,8.16,1.0,0.89,89587.0,down,54.6,4750.0,3810.0,up,bear_cross,,,,,KOSDAQ,4620,672,16269,0.2,건강관리장비와용품
65170,비엘팜텍,245.0,88.0,65.0,,,,-68.0,-32.0,-28.0,,,,-26.14,,,,-26.14,12.5,,,,12.5,1년치 존재,1,,1.41,-104.39,1225369.0,down,39.4,6850.0,2310.0,,bull,,,,,KOSDAQ,2400,670,568815,0.5,건강관리업체및서비스
199550,레이저옵텍,344.0,330.0,257.0,,,,45.0,-2.0,-120.0,,,,-22.12,,,,-22.12,-5900.0,,,,-5900.0,1년치 존재,1,,3.24,-41.52,49359.0,down,47.4,6890.0,4560.0,mixed,bull,,,,,KOSDAQ,5430,666,34434,0.7,건강관리장비와용품
232830,아이티센피엔에스,162.0,1044.0,2696.0,,,,-13.0,-16.0,-3.0,,,,158.24,,,,158.24,81.25,,,,81.25,1년치 존재,1,,4.33,-33.98,607620.0,up,64.5,4220.0,1931.0,up,bull,,,,,KOSDAQ,4025,665,281599,0.5,IT서비스
63440,SM Life Design,473.0,448.0,533.0,,,,27.0,35.0,46.0,,,,18.97,,,,18.97,31.43,,,,31.43,1년치 존재,1,18.83,1.56,8.52,90186.0,down,47.0,1664.0,1380.0,down,bull,,,,,KOSDAQ,1467,665,90818,1.0,방송과엔터테인먼트
150900,파수에이아이,427.0,461.0,467.0,,,,38.0,39.0,25.0,,,,1.3,,,,1.3,-35.9,,,,-35.9,1년치 존재,1,25.17,3.16,7.25,2934025.0,up,69.4,6200.0,3315.0,up,bull,,,,,KOSDAQ,5660,662,1752,0.0,소프트웨어
189860,서전기전,433.0,633.0,681.0,,,,-35.0,6.0,-88.0,,,,7.58,,,,7.58,-1566.67,,,,-1566.67,1년치 존재,1,,1.39,19.86,744316.0,up,67.3,7150.0,3755.0,up,bull,,,,,KOSDAQ,6850,664,40,0.0,전기장비
53350,이니텍,457.0,389.0,328.0,,,,-35.0,2.0,-24.0,,,,-15.68,,,,-15.68,-1300.0,,,,-1300.0,1년치 존재,1,,0.51,12.92,351915.0,down,41.2,4265.0,2845.0,down,bear,,,,,KOSDAQ,3015,664,69593,0.2,소프트웨어
198080,캐프,2357.0,3149.0,2952.0,,,,59.0,200.0,243.0,,,,-6.26,,,,-6.26,21.5,,,,21.5,1년치 존재,1,14.43,0.51,15.73,215705.0,up,60.6,3170.0,2125.0,up,bull,,,,,KOSDAQ,3060,659,105502,0.5,핸드셋
351330,이삭엔지니어링,1005.0,685.0,790.0,,,,1.0,-45.0,-72.0,,,,15.33,,,,15.33,-60.0,,,,-60.0,1년치 존재,1,,1.49,-22.99,37878.0,up,59.2,9510.0,6890.0,mixed,bull,,,,,KOSDAQ,7970,661,66365,1.8,IT서비스
